ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features

180,"
Mitsubishi Pajero  1987 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 3.9 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1987-for-sale-in-karachi-3186454,1987,"

100,000 km","

Diesel","

Manual",Quetta,White,Imported,2400 cc,https://cache3.pakwheels.com/ad_pictures/2828/mitsubishi-pajero-exceed-2-5d-1987-28282909.jpg,https://cache1.pakwheels.com/ad_pictures/2828/mitsubishi-pajero-exceed-2-5d-1987-28282910.jpg,https://cache3.pakwheels.com/ad_pictures/2828/mitsubishi-pajero-exceed-2-5d-1987-28282912.jpg,https://cache2.pakwheels.com/ad_pictures/2828/mitsubishi-pajero-exceed-2-5d-1987-28282911.jpg,https://cache1.pakwheels.com/ad_pictures/2828/mitsubishi-pajero-exceed-2-5d-1987-28282913.jpg,"['AM/FM Radio', 'Air Conditioning', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

181,"
Mitsubishi Pajero  1992 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 15 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-rawalpindi-3107536,1992,"

42,000 km","

Petrol","

Automatic",Lahore,Gold,Imported,2400 cc,https://cache1.pakwheels.com/ad_pictures/2739/mitsubishi-pajero-exceed-2-4-1992-27398747.jpg,https://cache4.pakwheels.com/ad_pictures/2739/mitsubishi-pajero-exceed-2-4-1992-27398745.jpg,https://cache3.pakwheels.com/ad_pictures/2739/mitsubishi-pajero-exceed-2-4-1992-27398744.jpg,https://cache3.pakwheels.com/ad_pictures/2739/mitsubishi-pajero-exceed-2-4-1992-27398746.jpg,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

182,"
Mitsubishi Pajero  1991  for Sale",Mitsubishi,Pajero,,"
PKR 9.2 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1991-for-sale-in-mardan-3186026,1991,"

100,000 km","

Petrol","

Automatic",Lahore,Beige,Imported,3000 cc,https://cache1.pakwheels.com/ad_pictures/2875/mitsubishi-pajero-1991-28754712.jpg,https://cache1.pakwheels.com/ad_pictures/2835/mitsubishi-pajero-1991-28355905.jpg,https://cache4.pakwheels.com/ad_pictures/2875/mitsubishi-pajero-1991-28754702.jpg,https://cache2.pakwheels.com/ad_pictures/2875/mitsubishi-pajero-1991-28754703.jpg,https://cache2.pakwheels.com/ad_pictures/2875/mitsubishi-pajero-1991-28754701.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Steering', 'Power Windows']"

183,"
Mitsubishi Pajero  1988  for Sale",Mitsubishi,Pajero,,"
PKR 5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1988-for-sale-in-karachi-3183214,1988,"

12,345 km","

Petrol","

Manual",Karachi,Blue,Imported,2000 cc,https://cache4.pakwheels.com/ad_pictures/2824/mitsubishi-pajero-1988-28246937.jpg,https://cache4.pakwheels.com/ad_pictures/2824/mitsubishi-pajero-1988-28246938.jpg,https://cache1.pakwheels.com/ad_pictures/2824/mitsubishi-pajero-1988-28246936.jpg,https://cache4.pakwheels.com/ad_pictures/2824/mitsubishi-pajero-1988-28246935.jpg,https://cache4.pakwheels.com/ad_pictures/2824/mitsubishi-pajero-1988-28246939.jpg,[]

184,"
Mitsubishi Pajero  1985 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 4.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1985-for-sale-in-lahore-3182274,1985,"

320,000 km","

Diesel","

Manual",Toba Tek Singh,Black,Imported,2400 cc,https://cache3.pakwheels.com/ad_pictures/2823/mitsubishi-pajero-exceed-2-5d-1985-28236114.jpg,https://cache1.pakwheels.com/ad_pictures/2823/mitsubishi-pajero-exceed-2-5d-1985-28236115.jpg,https://cache2.pakwheels.com/ad_pictures/2823/mitsubishi-pajero-exceed-2-5d-1985-28236119.jpg,https://cache1.pakwheels.com/ad_pictures/2823/mitsubishi-pajero-exceed-2-5d-1985-28236121.jpg,https://cache3.pakwheels.com/ad_pictures/2823/mitsubishi-pajero-exceed-2-5d-1985-28236122.jpg,"['AM/FM Radio', 'Alloy Rims', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

185,"
Mitsubishi Pajero  2000 GLS 3.5 for Sale",Mitsubishi,Pajero,GLS 3.5,"
PKR 25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2000-for-sale-in-karachi-3173670,2000,"

102,000 km","

Petrol","

Automatic",Un-Registered,Silver,Imported,3500 cc,https://cache2.pakwheels.com/ad_pictures/2814/mitsubishi-pajero-gls-automatic-v6-ltd-p-app-2000-28141718.jpg,https://cache3.pakwheels.com/ad_pictures/2826/mitsubishi-pajero-gls-automatic-v6-ltd-p-app-2000-28263206.jpg,https://cache2.pakwheels.com/ad_pictures/2826/mitsubishi-pajero-gls-automatic-v6-ltd-p-app-2000-28263208.jpg,https://cache3.pakwheels.com/ad_pictures/2826/mitsubishi-pajero-gls-automatic-v6-ltd-p-app-2000-28263204.jpg,https://cache3.pakwheels.com/ad_pictures/2826/mitsubishi-pajero-gls-automatic-v6-ltd-p-app-2000-28263203.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

186,"
Mitsubishi Pajero  1987  for Sale",Mitsubishi,Pajero,,"
PKR 9 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1987-for-sale-in-islamabad-3168986,1987,"

120,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2808/mitsubishi-pajero-1987-28088435.jpg,,,,,[]

187,"
Mitsubishi Pajero  1988 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 8.1 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1988-for-sale-in-karachi-3163389,1988,"

999,999 km","

Petrol","

Automatic",Karachi,White,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1988-28023367.jpg,https://cache4.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1988-28023366.jpg,https://cache2.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1988-28023368.jpg,https://cache4.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1988-28023373.jpg,https://cache2.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1988-28023369.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

188,"
Mitsubishi Pajero  1985 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 8 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1985-for-sale-in-rawalpindi-3149080,1985,"

125,000 km","

Diesel","

Manual",Karachi,Beige,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2786/mitsubishi-pajero-exceed-2-5d-1985-27862591.jpg,https://cache1.pakwheels.com/ad_pictures/2786/mitsubishi-pajero-exceed-2-5d-1985-27862592.jpg,https://cache1.pakwheels.com/ad_pictures/2786/mitsubishi-pajero-exceed-2-5d-1985-27862593.jpg,https://cache2.pakwheels.com/ad_pictures/2786/mitsubishi-pajero-exceed-2-5d-1985-27862594.jpg,https://cache2.pakwheels.com/ad_pictures/2786/mitsubishi-pajero-exceed-2-5d-1985-27862598.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

189,"
Mitsubishi Pajero  1988 Super Exceed 3.0 for Sale",Mitsubishi,Pajero,Exceed 3.0,"
PKR 13.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1988-for-sale-in-faisalabad-3138581,1988,"

100,000 km","

Petrol","

Automatic",Lahore,Blue,Imported,3000 cc,https://cache2.pakwheels.com/ad_pictures/2774/mitsubishi-pajero-super-exceed-3-0d-1988-27743030.jpg,https://cache1.pakwheels.com/ad_pictures/2774/mitsubishi-pajero-super-exceed-3-0d-1988-27743018.jpg,https://cache3.pakwheels.com/ad_pictures/2774/mitsubishi-pajero-super-exceed-3-0d-1988-27743024.jpg,https://cache2.pakwheels.com/ad_pictures/2774/mitsubishi-pajero-super-exceed-3-0d-1988-27743027.jpg,https://cache2.pakwheels.com/ad_pictures/2774/mitsubishi-pajero-super-exceed-3-0d-1988-27743020.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

190,"
Mitsubishi Pajero  1993  for Sale",Mitsubishi,Pajero,,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-rawalpindi-3125700,1993,"

85,000 km","

Petrol","

Automatic",Islamabad,Silver,Imported,3000 cc,https://cache2.pakwheels.com/ad_pictures/2760/mitsubishi-pajero-1993-27601043.jpg,https://cache4.pakwheels.com/ad_pictures/2760/mitsubishi-pajero-1993-27601047.jpg,https://cache4.pakwheels.com/ad_pictures/2760/mitsubishi-pajero-1993-27601046.jpg,https://cache1.pakwheels.com/ad_pictures/2760/mitsubishi-pajero-1993-27601044.jpg,https://cache1.pakwheels.com/ad_pictures/2760/mitsubishi-pajero-1993-27601040.jpg,"['Air Conditioning', 'Alloy Rims', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

191,"
Mitsubishi Pajero  1990  for Sale",Mitsubishi,Pajero,,"
PKR 6.95 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-rawalpindi-2791585,1990,"

415,000 km","

Petrol","

Manual",Karachi,Blue,Local,3000 cc,https://cache3.pakwheels.com/ad_pictures/2405/mitsubishi-pajero-1990-24058236.jpg,https://cache1.pakwheels.com/ad_pictures/2405/mitsubishi-pajero-1990-24058237.jpg,https://cache1.pakwheels.com/ad_pictures/2405/mitsubishi-pajero-1990-24058238.jpg,https://cache4.pakwheels.com/ad_pictures/2405/mitsubishi-pajero-1990-24058239.jpg,,"['AM/FM Radio', 'Power Steering']"

192,"
Mitsubishi Pajero  2000  for Sale",Mitsubishi,Pajero,,"
PKR 17 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2000-for-sale-in-islamabad-3078224,2000,"

200,000 km","

Diesel","

Manual",Islamabad,White,Imported,2800 cc,https://cache1.pakwheels.com/ad_pictures/2707/mitsubishi-pajero-2000-27076933.jpg,https://cache1.pakwheels.com/ad_pictures/2707/mitsubishi-pajero-2000-27076934.jpg,https://cache2.pakwheels.com/ad_pictures/2707/mitsubishi-pajero-2000-27076935.jpg,https://cache2.pakwheels.com/ad_pictures/2707/mitsubishi-pajero-2000-27076936.jpg,https://cache1.pakwheels.com/ad_pictures/2707/mitsubishi-pajero-2000-27076937.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cruise Control', 'DVD Player', 'Immobilizer Key', 'Power Locks', 'Power Steering']"

193,"
Mitsubishi Pajero  1995  for Sale",Mitsubishi,Pajero,,"
PKR 9.3 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1995-for-sale-in-layyah-2987980,1995,"

100,000 km","

Petrol","

Manual",Multan,Maroon,Imported,1100 cc,https://cache4.pakwheels.com/ad_pictures/2610/mitsubishi-pajero-1995-26104042.jpg,https://cache4.pakwheels.com/ad_pictures/2610/mitsubishi-pajero-1995-26104047.jpg,https://cache1.pakwheels.com/ad_pictures/2610/mitsubishi-pajero-1995-26104043.jpg,https://cache4.pakwheels.com/ad_pictures/2610/mitsubishi-pajero-1995-26104049.jpg,https://cache2.pakwheels.com/ad_pictures/2610/mitsubishi-pajero-1995-26104046.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

194,"
Mitsubishi Pajero  1987 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 7.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1987-for-sale-in-rawalpindi-2802537,1987,"

100,000 km","

Diesel","

Manual",Karachi,Blue,Imported,2400 cc,https://cache4.pakwheels.com/ad_pictures/2417/mitsubishi-pajero-1987-24170752.png,https://cache2.pakwheels.com/ad_pictures/2417/mitsubishi-pajero-1987-24170753.png,https://cache3.pakwheels.com/ad_pictures/2417/mitsubishi-pajero-1987-24170754.png,https://cache2.pakwheels.com/ad_pictures/2417/mitsubishi-pajero-1987-24170755.png,https://cache3.pakwheels.com/ad_pictures/2417/mitsubishi-pajero-1987-24170756.png,"['AM/FM Radio', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

195,"
Mitsubishi Pajero  2005 GLS 2.8D for Sale",Mitsubishi,Pajero,GLS 2.8D,"
PKR 25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2005-for-sale-in-islamabad-2739388,2005,"

180,000 km","

Diesel","

Automatic",Islamabad,Black,Imported,2800 cc,https://cache4.pakwheels.com/ad_pictures/2351/mitsubishi-pajero-gls-automatic-ltd-2005-23517540.jpg,https://cache1.pakwheels.com/ad_pictures/2351/mitsubishi-pajero-gls-automatic-ltd-2005-23517541.jpg,https://cache3.pakwheels.com/ad_pictures/2351/mitsubishi-pajero-gls-automatic-ltd-2005-23517542.jpg,https://cache1.pakwheels.com/ad_pictures/2351/mitsubishi-pajero-gls-automatic-ltd-2005-23517543.jpg,https://cache4.pakwheels.com/ad_pictures/2351/mitsubishi-pajero-gls-automatic-ltd-2005-23517544.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

196,"
Mitsubishi Pajero  2003 GLS 2.8D for Sale",Mitsubishi,Pajero,GLS 2.8D,"
PKR 26 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2003-for-sale-in-bhakkar-2591848,2003,"

125,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-gls-automatic-ltd-2003-29209297.jpg,https://cache3.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-gls-automatic-ltd-2003-29209289.jpg,https://cache3.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-gls-automatic-ltd-2003-29209293.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-gls-automatic-ltd-2003-29209291.jpg,https://cache4.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-gls-automatic-ltd-2003-29209363.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

197,"
Mitsubishi Pajero  1985 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 6.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1985-for-sale-in-rawalpindi-3268215,1985,"

200,000 km","

Diesel","

Manual",Quetta,Grey,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-exceed-2-5d-1985-29229303.jpg,https://cache1.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-exceed-2-5d-1985-29229305.jpg,https://cache2.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-exceed-2-5d-1985-29229311.jpg,https://cache2.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-exceed-2-5d-1985-29229314.jpg,https://cache3.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-exceed-2-5d-1985-29229316.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

198,"
Mitsubishi Pajero  1993 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-rawalpindi-3268212,1993,"

145,000 km","

Diesel","

Manual",Faisalabad,White,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-intercooler-1993-29229272.jpg,https://cache2.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-intercooler-1993-29229276.jpg,https://cache4.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-intercooler-1993-29229277.jpg,https://cache2.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-intercooler-1993-29229279.jpg,https://cache2.pakwheels.com/ad_pictures/2922/mitsubishi-pajero-intercooler-1993-29229280.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

199,"
Mitsubishi Pajero  1992  for Sale",Mitsubishi,Pajero,,"
PKR 12.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-multan-3200394,1992,"

100,000 km","

Petrol","

Automatic",Karachi,White,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28852621.jpg,https://cache2.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28852622.jpg,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28852623.jpg,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28852624.jpg,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28852625.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

200,"
Mitsubishi Pajero  1992  for Sale",Mitsubishi,Pajero,,"
PKR 12.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-multan-3235907,1992,"

100,000 km","

Petrol","

Automatic",Karachi,White,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28857074.jpg,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28857078.jpg,https://cache4.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28857081.jpg,https://cache3.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28857083.jpg,https://cache2.pakwheels.com/ad_pictures/2885/mitsubishi-pajero-1992-28857119.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

201,"
Mitsubishi Pajero  1995  for Sale",Mitsubishi,Pajero,,"
PKR 15 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1995-for-sale-in-islamabad-3266643,1995,"

150,000 km","

Petrol","

Automatic",Islamabad,White,Local,3000 cc,https://cache3.pakwheels.com/ad_pictures/2921/mitsubishi-pajero-1995-29210903.jpg,https://cache4.pakwheels.com/ad_pictures/2921/mitsubishi-pajero-1995-29210900.jpg,https://cache4.pakwheels.com/ad_pictures/2921/mitsubishi-pajero-1995-29210898.jpg,https://cache1.pakwheels.com/ad_pictures/2921/mitsubishi-pajero-1995-29210895.jpg,https://cache2.pakwheels.com/ad_pictures/2921/mitsubishi-pajero-1995-29210901.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'DVD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

202,"
Mitsubishi Pajero  1993 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 9.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-karachi-3266162,1993,"

198,000 km","

Petrol","

Automatic",Karachi,Blue,Imported,2400 cc,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-exceed-2-4-1993-29205008.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-exceed-2-4-1993-29205010.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-exceed-2-4-1993-29205013.jpg,https://cache4.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-exceed-2-4-1993-29205015.jpg,https://cache4.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-exceed-2-4-1993-29205018.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

203,"
Mitsubishi Pajero  1992  for Sale",Mitsubishi,Pajero,,"
PKR 17 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-karachi-3266153,1992,"

111,111 km","

Petrol","

Automatic",Lahore,Green,Imported,3000 cc,https://cache1.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-1992-29204773.jpg,https://cache1.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-1992-29204774.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-1992-29204776.jpg,https://cache1.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-1992-29204772.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-1992-29204778.jpg,[]

204,"
Mitsubishi Pajero  1994 Evolution for Sale",Mitsubishi,Pajero,,"
PKR 19.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-lahore-3266071,1994,"

150,000 km","

Petrol","

Automatic",Lahore,Silver,Imported,3500 cc,https://cache4.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-evolution-1994-29203884.jpg,https://cache3.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-evolution-1994-29203885.jpg,https://cache4.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-evolution-1994-29203886.jpg,https://cache1.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-evolution-1994-29203887.jpg,https://cache2.pakwheels.com/ad_pictures/2920/mitsubishi-pajero-evolution-1994-29203888.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

205,"
Mitsubishi Pajero  2000 GLX 2.8D for Sale",Mitsubishi,Pajero,GLX 2.8D,"
PKR 18.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2000-for-sale-in-islamabad-3262784,2000,"

160,000 km","

Diesel","

Automatic",Islamabad,Silver,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29168205.jpg,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29168209.jpg,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29168210.jpg,https://cache3.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29168207.jpg,https://cache4.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29168208.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

206,"
Mitsubishi Pajero  1993 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 12.3 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-lahore-3237699,1993,"

100,000 km","

Diesel","

Manual",Lahore,White,Imported,2800 cc,https://cache4.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1993-28877277.jpg,https://cache2.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1993-28877278.jpg,https://cache4.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1993-28877279.jpg,https://cache4.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1993-28877280.jpg,https://cache2.pakwheels.com/ad_pictures/2887/mitsubishi-pajero-intercooler-1993-28877281.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

207,"
Mitsubishi Pajero  2000 GLX 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 18.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2000-for-sale-in-islamabad-3262361,2000,"

232,000 km","

Diesel","

Automatic",Islamabad,Silver,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-v-1-29163338.jpg,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-v-1-29163340.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29163342.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-gls-automatic-d-2000-29163345.jpg,,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

208,"
Mitsubishi Pajero  1993 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 10.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-bahawalpur-3261692,1993,"

250,000 km","

Diesel","

Manual",Lahore,Silver,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-intercooler-1993-29155996.jpg,https://cache2.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-intercooler-1993-29155997.jpg,https://cache1.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-intercooler-1993-29155998.jpg,https://cache3.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-intercooler-1993-29155999.jpg,https://cache1.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-intercooler-1993-29156000.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

